OBJECTID,FID_PA_Tra,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng,FID_PA_Mun,STATEFP10_,COUNTYFP_1,COUSUBFP10,COUSUBNS10,GEOID10_1,NAME10_1,NAMELSAD_1,LSAD10,CLASSFP10,MTFCC10_1,CNECTAFP10,NECTAFP10,NCTADVFP10,FUNCSTAT_1,ALAND10_1,AWATER10_1,INTPTLAT_1,INTPTLON_1,Shape_Le_1,Shape_Le_2,Shape_Area
2464,1973,42,043,024400,42043024400,244,Census Tract 244,G5020,S,3018542.000000000000000,214234.000000000000000,+40.2658910,-076.7132235,13510.935133099999803,1737,42,043,36232,01215164,4204336232,Hummelstown,Hummelstown borough,21,C5,G4040, , , ,F,3178617.000000000000000,214234.000000000000000,+40.2653424,-076.7127768,15110.736701899999389,10304.294967016363444,3232542.318870001938194
2465,1974,42,043,022502,42043022502,225.02,Census Tract 225.02,G5020,S,8979886.000000000000000,0.000000000000000,+40.3353741,-076.7816533,18837.650443400001677,1741,42,043,45056,01216360,4204345056,Lower Paxton,Lower Paxton township,44,T1,G4040, , , ,A,72962266.000000000000000,0.000000000000000,+40.3182725,-076.7983238,51192.193587000001571,14353.131398717912816,8979198.508083779364824
2466,1975,42,043,024800,42043024800,248,Census Tract 248,G5020,S,290710743.000000000000000,17556473.000000000000000,+40.4899272,-076.8328419,135369.448987000010675,1354,42,043,63928,01216365,4204363928,Reed,Reed township,44,T1,G4040, , , ,A,15343519.000000000000000,6859727.000000000000000,+40.4133888,-076.9877034,27842.385284100000717,21190.358196504985244,22201452.940597120672464
2467,1975,42,043,024800,42043024800,248,Census Tract 248,G5020,S,290710743.000000000000000,17556473.000000000000000,+40.4899272,-076.8328419,135369.448987000010675,1536,42,043,81744,01216372,4204381744,Wayne,Wayne township,44,T1,G4040, , , ,A,36022296.000000000000000,0.000000000000000,+40.4604085,-076.8353408,34127.321037000001525,25958.002376174506935,36019372.455015495419502
2468,1975,42,043,024800,42043024800,248,Census Tract 248,G5020,S,290710743.000000000000000,17556473.000000000000000,+40.4899272,-076.8328419,135369.448987000010675,1709,42,043,32032,01215161,4204332032,Halifax,Halifax borough,21,C5,G4040, , , ,F,869117.000000000000000,0.000000000000000,+40.4628590,-076.9324990,7095.080040019999615,5393.565271166322418,869046.354247257579118
2469,1975,42,043,024800,42043024800,248,Census Tract 248,G5020,S,290710743.000000000000000,17556473.000000000000000,+40.4899272,-076.8328419,135369.448987000010675,1710,42,043,32040,01216356,4204332040,Halifax,Halifax township,44,T1,G4040, , , ,A,71623217.000000000000000,10696746.000000000000000,+40.4710839,-076.9265429,65260.060401900002034,49612.800370803372061,82313300.197006776928902
2470,1975,42,043,024800,42043024800,248,Census Tract 248,G5020,S,290710743.000000000000000,17556473.000000000000000,+40.4899272,-076.8328419,135369.448987000010675,1738,42,043,37368,01216357,4204337368,Jackson,Jackson township,44,T1,G4040, , , ,A,103769705.000000000000000,0.000000000000000,+40.5251758,-076.7753881,85434.285501999998814,64967.102101126591151,103761457.813638255000114
2471,1975,42,043,024800,42043024800,248,Census Tract 248,G5020,S,290710743.000000000000000,17556473.000000000000000,+40.4899272,-076.8328419,135369.448987000010675,1739,42,043,37864,01216358,4204337864,Jefferson,Jefferson township,44,T1,G4040, , , ,A,63082889.000000000000000,0.000000000000000,+40.5120569,-076.7029386,64684.924733300002117,49180.801026589469984,63077852.671413637697697
2472,1976,42,043,024200,42043024200,242,Census Tract 242,G5020,S,6350286.000000000000000,0.000000000000000,+40.2944492,-076.6283883,16446.711770900001284,1705,42,043,18936,01216354,4204318936,Derry,Derry township,44,T1,G4040, , , ,A,70454819.000000000000000,504858.000000000000000,+40.2678563,-076.6532621,67957.842272499998217,12539.806350401786403,6349819.539908069185913
2473,1977,42,043,024101,42043024101,241.01,Census Tract 241.01,G5020,S,17031591.000000000000000,360219.000000000000000,+40.2958980,-076.6577578,40834.101284700001997,1705,42,043,18936,01216354,4204318936,Derry,Derry township,44,T1,G4040, , , ,A,70454819.000000000000000,504858.000000000000000,+40.2678563,-076.6532621,67957.842272499998217,31116.744451420316182,17390513.013405092060566
2474,1978,42,043,024900,42043024900,249,Census Tract 249,G5020,S,23546031.000000000000000,0.000000000000000,+40.5904813,-076.6297737,27362.280372699999134,1539,42,043,85232,01216375,4204385232,Williams,Williams township,44,T1,G4040, , , ,A,22874627.000000000000000,0.000000000000000,+40.5907619,-076.6301500,32515.804428300001746,24688.513092549037538,22872906.256496176123619
2475,1978,42,043,024900,42043024900,249,Census Tract 249,G5020,S,23546031.000000000000000,0.000000000000000,+40.5904813,-076.6297737,27362.280372699999134,1746,42,043,85320,01215172,4204385320,Williamstown,Williamstown borough,21,C5,G4040, , , ,F,671404.000000000000000,0.000000000000000,+40.5809219,-076.6169559,5153.524055570000201,3914.786679384635136,671353.417512505198829
2476,1979,42,043,021500,42043021500,215,Census Tract 215,G5020,S,825831.000000000000000,0.000000000000000,+40.2615640,-076.8573184,7295.204188450000402,1711,42,043,32800,01215162,4204332800,Harrisburg,Harrisburg city,25,C5,G4040, , , ,F,21056163.000000000000000,9671443.000000000000000,+40.2758906,-076.8850199,43540.433626099998946,5562.917562556644953,825779.359220238868147
2477,1980,42,043,021100,42043021100,211,Census Tract 211,G5020,S,6548208.000000000000000,346173.000000000000000,+40.2985036,-076.8860414,23122.707237899998290,1532,42,043,75528,01216368,4204375528,Susquehanna,Susquehanna township,44,T1,G4040, , , ,A,34547346.000000000000000,5007735.000000000000000,+40.3132924,-076.8684551,60357.010617799998727,599.539688920976687,7066.476452733993938
2478,1980,42,043,021100,42043021100,211,Census Tract 211,G5020,S,6548208.000000000000000,346173.000000000000000,+40.2985036,-076.8860414,23122.707237899998290,1711,42,043,32800,01215162,4204332800,Harrisburg,Harrisburg city,25,C5,G4040, , , ,F,21056163.000000000000000,9671443.000000000000000,+40.2758906,-076.8850199,43540.433626099998946,17658.859451928619819,6886816.529952770099044
2479,1981,42,043,024600,42043024600,246,Census Tract 246,G5020,S,60124786.000000000000000,3885.000000000000000,+40.3595048,-076.7432493,47945.699636899997131,1537,42,043,83128,01216373,4204383128,West Hanover,West Hanover township,44,T1,G4040, , , ,A,60124786.000000000000000,3885.000000000000000,+40.3595048,-076.7432493,47945.699636899997131,36501.207027462973201,60123929.952538281679153
2480,1982,42,043,022000,42043022000,220,Census Tract 220,G5020,S,4393379.000000000000000,0.000000000000000,+40.2886487,-076.8494647,17349.834829399998853,1532,42,043,75528,01216368,4204375528,Susquehanna,Susquehanna township,44,T1,G4040, , , ,A,34547346.000000000000000,5007735.000000000000000,+40.3132924,-076.8684551,60357.010617799998727,13230.792956914643582,4393057.675426371395588
2481,1983,42,043,025400,42043025400,254,Census Tract 254,G5020,S,1966193.000000000000000,877.000000000000000,+40.5431898,-076.9529054,20622.569590700000845,1350,42,043,49680,01215166,4204349680,Millersburg,Millersburg borough,21,C5,G4040, , , ,F,1966193.000000000000000,877.000000000000000,+40.5431898,-076.9529054,20622.569590700000845,15659.868976775331248,1966915.334814529167488
2482,1984,42,119,090700,42119090700,907,Census Tract 907,G5020,S,2266493.000000000000000,0.000000000000000,+40.9648051,-076.8909060,12637.812781000000541,1611,42,119,20888,01217129,4211920888,East Buffalo,East Buffalo township,44,T1,G4040, , , ,A,39240783.000000000000000,26111.000000000000000,+40.9284776,-076.9107927,37113.859052100000554,251.580633067380973,2007.182235593762698
2483,1984,42,119,090700,42119090700,907,Census Tract 907,G5020,S,2266493.000000000000000,0.000000000000000,+40.9648051,-076.8909060,12637.812781000000541,1643,42,119,42976,01215632,4211942976,Lewisburg,Lewisburg borough,21,C5,G4040, , , ,F,2520569.000000000000000,0.000000000000000,+40.9641265,-076.8899572,12811.561296199999560,9517.706236064001132,2264487.933751466218382
2484,1985,42,119,090600,42119090600,906,Census Tract 906,G5020,S,39283482.000000000000000,26111.000000000000000,+40.9284776,-076.9107927,42671.528023400001985,1611,42,119,20888,01217129,4211920888,East Buffalo,East Buffalo township,44,T1,G4040, , , ,A,39240783.000000000000000,26111.000000000000000,+40.9284776,-076.9107927,37113.859052100000554,31833.587579229126277,37737580.389497429132462
2485,1985,42,119,090600,42119090600,906,Census Tract 906,G5020,S,39283482.000000000000000,26111.000000000000000,+40.9284776,-076.9107927,42671.528023400001985,1647,42,119,78424,01217135,4211978424,Union,Union township,44,T1,G4040, , , ,A,29207284.000000000000000,141096.000000000000000,+40.8978983,-076.8899242,43179.469645800003491,17626.747787935153610,1571596.073676394065842
2486,1986,42,119,980501,42119980501,9805.01,Census Tract 9805.01,G5020,S,3804037.000000000000000,0.000000000000000,+40.9842359,-076.9140557,11418.873562099999617,1641,42,119,39136,01217132,4211939136,Kelly,Kelly township,44,T1,G4040, , , ,A,44465159.000000000000000,82276.000000000000000,+40.9987107,-076.9201828,45529.283540399999765,8614.144885469429937,3804055.962124758400023
2487,1988,42,119,980800,42119980800,9808,Census Tract 9808,G5020,S,1621812.000000000000000,0.000000000000000,+40.9518247,-076.8893662,10391.648314000000028,1611,42,119,20888,01217129,4211920888,East Buffalo,East Buffalo township,44,T1,G4040, , , ,A,39240783.000000000000000,26111.000000000000000,+40.9284776,-076.9107927,37113.859052100000554,7191.357105585228965,1365720.701375506585464
2488,1988,42,119,980800,42119980800,9808,Census Tract 9808,G5020,S,1621812.000000000000000,0.000000000000000,+40.9518247,-076.8893662,10391.648314000000028,1643,42,119,42976,01215632,4211942976,Lewisburg,Lewisburg borough,21,C5,G4040, , , ,F,2520569.000000000000000,0.000000000000000,+40.9641265,-076.8899572,12811.561296199999560,2562.416150665163514,256082.214387939020526
2489,1989,42,119,090200,42119090200,902,Census Tract 902,G5020,S,407423032.000000000000000,2122491.000000000000000,+40.9418379,-077.1762856,135120.531817000010051,1613,42,119,32936,01215631,4211932936,Hartleton,Hartleton borough,21,C5,G4040, , , ,F,2352545.000000000000000,0.000000000000000,+40.9001858,-077.1564144,8461.748395050000909,6393.781222307619828,2352500.252089519519359
2490,1989,42,119,090200,42119090200,902,Census Tract 902,G5020,S,407423032.000000000000000,2122491.000000000000000,+40.9418379,-077.1762856,135120.531817000010051,1640,42,119,32952,01217131,4211932952,Hartley,Hartley township,44,T1,G4040, , , ,A,206168664.000000000000000,1421499.000000000000000,+40.8949101,-077.2661804,95934.832446500004153,72453.452202556785778,207586019.490781217813492
2491,1989,42,119,090200,42119090200,902,Census Tract 902,G5020,S,407423032.000000000000000,2122491.000000000000000,+40.9418379,-077.1762856,135120.531817000010051,1642,42,119,42960,01217133,4211942960,Lewis,Lewis township,44,T1,G4040, , , ,A,100287106.000000000000000,479948.000000000000000,+40.9532940,-077.1225062,75832.285570299995015,57164.602716321649496,100766895.336470276117325
2492,1989,42,119,090200,42119090200,902,Census Tract 902,G5020,S,407423032.000000000000000,2122491.000000000000000,+40.9418379,-077.1762856,135120.531817000010051,1648,42,119,82640,01217136,4211982640,West Buffalo,West Buffalo township,44,T1,G4040, , , ,A,99084575.000000000000000,221044.000000000000000,+41.0081583,-077.0614089,73934.719633100001374,52838.679451728370623,98836577.139801442623138
2493,1990,42,119,090300,42119090300,903,Census Tract 903,G5020,S,4881810.000000000000000,419.000000000000000,+40.9202943,-077.0443589,14201.187222799999290,1645,42,119,49288,01215633,4211949288,Mifflinburg,Mifflinburg borough,21,C5,G4040, , , ,F,4672453.000000000000000,419.000000000000000,+40.9195605,-077.0474026,14721.460154700000203,10937.766964711765468,4635041.790275058709085
2494,1990,42,119,090300,42119090300,903,Census Tract 903,G5020,S,4881810.000000000000000,419.000000000000000,+40.9202943,-077.0443589,14201.187222799999290,1648,42,119,82640,01217136,4211982640,West Buffalo,West Buffalo township,44,T1,G4040, , , ,A,99084575.000000000000000,221044.000000000000000,+41.0081583,-077.0614089,73934.719633100001374,4193.124139937956897,247115.206949376239209
2495,1991,42,119,090400,42119090400,904,Census Tract 904,G5020,S,81899490.000000000000000,632039.000000000000000,+40.8957039,-076.9933053,87408.744149100006325,1644,42,119,43368,01217134,4211943368,Limestone,Limestone township,44,T1,G4040, , , ,A,53198883.000000000000000,464341.000000000000000,+40.8953557,-077.0213016,53676.683646999998018,40567.962869954630150,53662013.122560873627663
2496,1991,42,119,090400,42119090400,904,Census Tract 904,G5020,S,81899490.000000000000000,632039.000000000000000,+40.8957039,-076.9933053,87408.744149100006325,1645,42,119,49288,01215633,4211949288,Mifflinburg,Mifflinburg borough,21,C5,G4040, , , ,F,4672453.000000000000000,419.000000000000000,+40.9195605,-077.0474026,14721.460154700000203,2249.037382389121376,37759.592110544814204
2497,1991,42,119,090400,42119090400,904,Census Tract 904,G5020,S,81899490.000000000000000,632039.000000000000000,+40.8957039,-076.9933053,87408.744149100006325,1646,42,119,53200,01215634,4211953200,New Berlin,New Berlin borough,21,C5,G4040, , , ,F,1004504.000000000000000,26602.000000000000000,+40.8815921,-076.9811267,7022.285273239999697,5306.115116107254835,1031081.298272840096615
2498,1991,42,119,090400,42119090400,904,Census Tract 904,G5020,S,81899490.000000000000000,632039.000000000000000,+40.8957039,-076.9933053,87408.744149100006325,1647,42,119,78424,01217135,4211978424,Union,Union township,44,T1,G4040, , , ,A,29207284.000000000000000,141096.000000000000000,+40.8978983,-076.8899242,43179.469645800003491,32431.079791183397901,27776184.878038685768843
2499,1991,42,119,090400,42119090400,904,Census Tract 904,G5020,S,81899490.000000000000000,632039.000000000000000,+40.8957039,-076.9933053,87408.744149100006325,1648,42,119,82640,01217136,4211982640,West Buffalo,West Buffalo township,44,T1,G4040, , , ,A,99084575.000000000000000,221044.000000000000000,+41.0081583,-077.0614089,73934.719633100001374,1569.326549148873710,22680.793229851806245
2500,1997,42,087,960700,42087960700,9607,Census Tract 9607,G5020,S,1108334.000000000000000,35638.000000000000000,+40.6039526,-077.5654756,7998.019529359999979,1578,42,087,43000,01215457,4208743000,Lewistown,Lewistown borough,21,C5,G4040, , , ,F,5258525.000000000000000,51791.000000000000000,+40.5972286,-077.5715161,20641.197448800001439,6067.164651707965277,1143884.114990346599370
2501,1998,42,087,961100,42087961100,9611,Census Tract 9611,G5020,S,79566048.000000000000000,710883.000000000000000,+40.6360451,-077.5333958,73223.246599899997818,1546,42,087,18944,01216828,4208718944,Derry,Derry township,44,T1,G4040, , , ,A,79566127.000000000000000,710883.000000000000000,+40.6360451,-077.5333958,73223.828366899993853,55540.195599696904537,80271226.429295316338539
2502,1999,42,087,961200,42087961200,9612,Census Tract 9612,G5020,S,116745600.000000000000000,246150.000000000000000,+40.6972944,-077.4123518,69719.731396500006667,1545,42,087,18464,01216827,4208718464,Decatur,Decatur township,44,T1,G4040, , , ,A,116745600.000000000000000,246150.000000000000000,+40.6972944,-077.4123518,69719.731396500006667,52857.690114578952489,116984288.739261984825134
2503,2001,42,087,960800,42087960800,9608,Census Tract 9608,G5020,S,2120172.000000000000000,0.000000000000000,+40.5971424,-077.5845781,13502.702396200000294,1578,42,087,43000,01215457,4208743000,Lewistown,Lewistown borough,21,C5,G4040, , , ,F,5258525.000000000000000,51791.000000000000000,+40.5972286,-077.5715161,20641.197448800001439,10250.347561777542069,2120012.789385351352394
2504,2012,42,077,005705,42077005705,57.05,Census Tract 57.05,G5020,S,5984151.000000000000000,97461.000000000000000,+40.6368687,-075.5009312,16921.109706600000209,1562,42,077,84528,01216701,4207784528,Whitehall,Whitehall township,44,T1,G4040, , , ,A,32548111.000000000000000,779868.000000000000000,+40.6574280,-075.5042549,44327.487498900001810,12832.744605709724055,6081176.034900078549981
2505,2013,42,077,005301,42077005301,53.01,Census Tract 53.01,G5020,S,63831191.000000000000000,221448.000000000000000,+40.7046549,-075.6997221,45352.696554599999217,1492,42,077,33616,01216688,4207733616,Heidelberg,Heidelberg township,44,T1,G4040, , , ,A,63831191.000000000000000,221448.000000000000000,+40.7046549,-075.6997221,45352.696554599999217,34351.548919632761681,64048741.692349791526794
2506,2014,42,077,005505,42077005505,55.05,Census Tract 55.05,G5020,S,7374451.000000000000000,32240.000000000000000,+40.6794908,-075.6175280,17948.486725499999011,1517,42,077,55576,01216693,4207755576,North Whitehall,North Whitehall township,44,T1,G4040, , , ,A,72679738.000000000000000,1265284.000000000000000,+40.6791948,-075.5782781,54664.324552700003551,13598.385887597780311,7406209.036554904654622
2507,2015,42,077,005503,42077005503,55.03,Census Tract 55.03,G5020,S,28466982.000000000000000,154969.000000000000000,+40.6862181,-075.5701372,43304.366020300003584,1517,42,077,55576,01216693,4207755576,North Whitehall,North Whitehall township,44,T1,G4040, , , ,A,72679738.000000000000000,1265284.000000000000000,+40.6791948,-075.5782781,54664.324552700003551,32814.112123791586782,28620095.354205306619406
2508,2016,42,077,005506,42077005506,55.06,Census Tract 55.06,G5020,S,15530029.000000000000000,165352.000000000000000,+40.6486179,-075.6046761,22171.407221299999946,1517,42,077,55576,01216693,4207755576,North Whitehall,North Whitehall township,44,T1,G4040, , , ,A,72679738.000000000000000,1265284.000000000000000,+40.6791948,-075.5782781,54664.324552700003551,16803.926842675162334,15694294.556372698396444
2509,2017,42,079,217800,42079217800,2178,Census Tract 2178,G5020,S,753400.000000000000000,0.000000000000000,+40.9626216,-075.9869900,5350.691911449999679,2022,42,079,33408,01215392,4207933408,Hazleton,Hazleton city,25,C5,G4040, , , ,F,15569241.000000000000000,0.000000000000000,+40.9504235,-075.9723867,23118.061962799998582,4039.339313936114195,753400.684950143098831
2510,2020,42,079,217600,42079217600,2176,Census Tract 2176,G5020,S,500136.000000000000000,0.000000000000000,+40.9612058,-075.9744250,4017.147755049999887,2022,42,079,33408,01215392,4207933408,Hazleton,Hazleton city,25,C5,G4040, , , ,F,15569241.000000000000000,0.000000000000000,+40.9504235,-075.9723867,23118.061962799998582,3032.536185120778555,500133.235133895417675
2511,2021,42,079,217500,42079217500,2175,Census Tract 2175,G5020,S,586776.000000000000000,0.000000000000000,+40.9564373,-075.9766437,5543.745539429999553,2022,42,079,33408,01215392,4207933408,Hazleton,Hazleton city,25,C5,G4040, , , ,F,15569241.000000000000000,0.000000000000000,+40.9504235,-075.9723867,23118.061962799998582,4189.162490828201044,586772.942474071169272
2512,2033,42,091,203208,42091203208,2032.08,Census Tract 2032.08,G5020,S,5684679.000000000000000,0.000000000000000,+40.1369902,-075.2635557,12560.205508299999565,1961,42,091,84888,01216885,4209184888,Whitpain,Whitpain township,44,T1,G4040, , , ,A,33270112.000000000000000,16389.000000000000000,+40.1568103,-075.2793927,30751.446709899999405,9596.228251124308372,5684388.258769865147769
2513,2034,42,091,203204,42091203204,2032.04,Census Tract 2032.04,G5020,S,8256453.000000000000000,191.000000000000000,+40.1753885,-075.2924841,15354.138542799999414,1961,42,091,84888,01216885,4209184888,Whitpain,Whitpain township,44,T1,G4040, , , ,A,33270112.000000000000000,16389.000000000000000,+40.1568103,-075.2793927,30751.446709899999405,11720.414135933715443,8256160.663095295429230
2514,2035,42,091,204102,42091204102,2041.02,Census Tract 2041.02,G5020,S,1340306.000000000000000,91954.000000000000000,+40.0745201,-075.3062093,7373.290447559999848,1850,42,091,15848,01215467,4209115848,Conshohocken,Conshohocken borough,21,C5,G4040, , , ,F,2584166.000000000000000,91954.000000000000000,+40.0772190,-075.3041005,8259.493538729999273,5640.533956981295887,1432202.721148766577244
2515,2036,42,091,205906,42091205906,2059.06,Census Tract 2059.06,G5020,S,6753451.000000000000000,170966.000000000000000,+40.0843058,-075.3323871,15537.727816000000530,1932,42,091,79136,01216878,4209179136,Upper Merion,Upper Merion township,44,T1,G4040, , , ,A,43914284.000000000000000,821157.000000000000000,+40.0897221,-075.3808316,50235.075744100002339,11877.018424219268127,6924137.306115295737982
2516,2037,42,091,200301,42091200301,2003.01,Census Tract 2003.01,G5020,S,4095422.000000000000000,0.000000000000000,+40.1675106,-075.1227438,18617.847818999998708,1933,42,091,79176,01216879,4209179176,Upper Moreland,Upper Moreland township,44,T1,G4040, , , ,A,20648509.000000000000000,11926.000000000000000,+40.1573623,-075.1042790,40408.144748799997615,14219.478225175418629,4095181.574095502495766
2517,2038,42,091,200104,42091200104,2001.04,Census Tract 2001.04,G5020,S,5786156.000000000000000,0.000000000000000,+40.1352562,-075.0352739,13587.946629500000199,1879,42,091,45008,01216861,4209145008,Lower Moreland,Lower Moreland township,44,T1,G4040, , , ,A,18857449.000000000000000,0.000000000000000,+40.1206080,-075.0748600,40196.096820899998420,10385.170668655566260,5785856.659487286582589
2518,2039,42,091,208201,42091208201,2082.01,Census Tract 2082.01,G5020,S,24815806.000000000000000,3627.000000000000000,+40.3613619,-075.5719122,28441.096579299999576,1864,42,091,19672,01216852,4209119672,Douglass,Douglass township,44,T1,G4040, , , ,A,39610704.000000000000000,6778.000000000000000,+40.3425068,-075.5950758,41114.862841399997706,21650.844372356761596,24817473.940872330218554
2519,2040,42,091,208904,42091208904,2089.04,Census Tract 2089.04,G5020,S,507944.000000000000000,0.000000000000000,+40.2474289,-075.6484872,4281.494488340000316,1900,42,091,62416,01215478,4209162416,Pottstown,Pottstown borough,21,C5,G4040, , , ,F,12658808.000000000000000,197792.000000000000000,+40.2509241,-075.6447544,26919.127880399999412,3268.911293569467034,507911.038467731734272
2520,2041,42,091,207003,42091207003,2070.03,Census Tract 2070.03,G5020,S,5681997.000000000000000,12965.000000000000000,+40.2850660,-075.4014112,15155.255157100000361,1882,42,091,45096,01216864,4209145096,Lower Salford,Lower Salford township,44,T1,G4040, , , ,A,37405748.000000000000000,131870.000000000000000,+40.2633819,-075.3954858,34620.637438700003258,11551.597741341372966,5694543.580854605883360
2521,2042,42,091,201800,42091201800,2018,Census Tract 2018,G5020,S,2383560.000000000000000,0.000000000000000,+40.1068151,-075.1236246,10726.600979099999677,1844,42,091,00156,01216850,4209100156,Abington,Abington township,44,T1,G4040, , , ,A,40169631.000000000000000,613.000000000000000,+40.1124165,-075.1156430,44596.478237800001807,8197.126381313359161,2383446.211651845369488
2522,2043,42,091,201606,42091201606,2016.06,Census Tract 2016.06,G5020,S,797569.000000000000000,0.000000000000000,+40.1276524,-075.1292222,6272.551480230000379,1844,42,091,00156,01216850,4209100156,Abington,Abington township,44,T1,G4040, , , ,A,40169631.000000000000000,613.000000000000000,+40.1124165,-075.1156430,44596.478237800001807,4793.487919488110492,797532.218778881942853
2523,2044,42,041,010600,42041010600,106,Census Tract 106,G5020,S,4174841.000000000000000,327.000000000000000,+40.2441543,-076.8990350,12120.101749400000699,1818,42,041,42648,01215148,4204142648,Lemoyne,Lemoyne borough,21,C5,G4040, , , ,F,4174841.000000000000000,327.000000000000000,+40.2441543,-076.8990350,12120.101749400000699,9250.736595540713097,4174877.184367739129812
2524,2045,42,041,011200,42041011200,112,Census Tract 112,G5020,S,769091.000000000000000,0.000000000000000,+40.2223289,-076.9558349,5864.580498839999564,1854,42,041,70384,01215154,4204170384,Shiremanstown,Shiremanstown borough,21,C5,G4040, , , ,F,769091.000000000000000,0.000000000000000,+40.2223289,-076.9558349,5864.580498839999564,4477.857537883575787,769041.814545921282843
2525,2046,42,041,010900,42041010900,109,Census Tract 109,G5020,S,3431687.000000000000000,52612.000000000000000,+40.2251992,-076.8916871,15628.009633199999371,1819,42,041,44832,01216336,4204144832,Lower Allen,Lower Allen township,44,T1,G4040, , , ,A,26229854.000000000000000,523656.000000000000000,+40.2088819,-076.9268724,61173.929911400002311,11923.528606928030058,3484070.649816710036248
2526,2047,42,041,013000,42041013000,130,Census Tract 130,G5020,S,206143164.000000000000000,2670467.000000000000000,+40.2298330,-077.4156730,134033.959280000010040,1820,42,041,44904,01216337,4204144904,Lower Frankford,Lower Frankford township,44,T1,G4040, , , ,A,38021985.000000000000000,821727.000000000000000,+40.2405426,-077.2892935,37351.278244599998288,28484.832837914302218,38841058.917708940804005
2527,2047,42,041,013000,42041013000,130,Census Tract 130,G5020,S,206143164.000000000000000,2670467.000000000000000,+40.2298330,-077.4156730,134033.959280000010040,1821,42,041,44984,01216338,4204144984,Lower Mifflin,Lower Mifflin township,44,T1,G4040, , , ,A,61558051.000000000000000,356155.000000000000000,+40.2483589,-077.4310753,58845.041796799996519,44887.288377464130463,61910007.385955199599266
2528,2047,42,041,013000,42041013000,130,Census Tract 130,G5020,S,206143164.000000000000000,2670467.000000000000000,+40.2298330,-077.4156730,134033.959280000010040,1860,42,041,79032,01216350,4204179032,Upper Frankford,Upper Frankford township,44,T1,G4040, , , ,A,50315577.000000000000000,484877.000000000000000,+40.2415474,-077.3677789,45119.139261900003476,34409.941013080759149,50797015.102923221886158
2529,2047,42,041,013000,42041013000,130,Census Tract 130,G5020,S,206143164.000000000000000,2670467.000000000000000,+40.2298330,-077.4156730,134033.959280000010040,1861,42,041,79152,01216351,4204179152,Upper Mifflin,Upper Mifflin township,44,T1,G4040, , , ,A,56247551.000000000000000,1007708.000000000000000,+40.1885785,-077.5005530,46668.949312700002338,35638.039977342450584,57251753.129605919122696
2530,2048,42,041,011400,42041011400,114,Census Tract 114,G5020,S,2800228.000000000000000,4478.000000000000000,+40.2145306,-077.0166955,11722.008662399999594,1832,42,041,48376,01215149,4204148376,Mechanicsburg,Mechanicsburg borough,21,C5,G4040, , , ,F,6243163.000000000000000,4478.000000000000000,+40.2114043,-077.0059302,20758.147019000000000,8949.991544056478233,2804530.302279655355960
2531,2049,42,041,011500,42041011500,115,Census Tract 115,G5020,S,3442935.000000000000000,0.000000000000000,+40.2084092,-076.9991803,14941.190497699999469,1832,42,041,48376,01215149,4204148376,Mechanicsburg,Mechanicsburg borough,21,C5,G4040, , , ,F,6243163.000000000000000,4478.000000000000000,+40.2114043,-077.0059302,20758.147019000000000,11410.408835333199022,3442711.478714481927454
2532,2050,42,041,011801,42041011801,118.01,Census Tract 118.01,G5020,S,63573208.000000000000000,1292605.000000000000000,+40.2574378,-077.0583344,64674.125610399998550,1855,42,041,70792,01216345,4204170792,Silver Spring,Silver Spring township,44,T1,G4040, , , ,A,83691996.000000000000000,1314314.000000000000000,+40.2503105,-077.0565148,52519.971107799996389,49327.523638112739718,64861283.426240406930447
2533,2051,42,041,011700,42041011700,117,Census Tract 117,G5020,S,67571306.000000000000000,552998.000000000000000,+40.1586385,-077.0727548,44101.400779099996726,1834,42,041,50472,01216340,4204150472,Monroe,Monroe township,44,T1,G4040, , , ,A,67567093.000000000000000,552998.000000000000000,+40.1586385,-077.0727548,44051.984914000000572,33639.520622106836527,68116304.700636103749275
2534,2051,42,041,011700,42041011700,117,Census Tract 117,G5020,S,67571306.000000000000000,552998.000000000000000,+40.1586385,-077.0727548,44101.400779099996726,1855,42,041,70792,01216345,4204170792,Silver Spring,Silver Spring township,44,T1,G4040, , , ,A,83691996.000000000000000,1314314.000000000000000,+40.2503105,-077.0565148,52519.971107799996389,99.980795612503584,294.634787230625648
2535,2051,42,041,011700,42041011700,117,Census Tract 117,G5020,S,67571306.000000000000000,552998.000000000000000,+40.1586385,-077.0727548,44101.400779099996726,1859,42,041,78736,01216349,4204178736,Upper Allen,Upper Allen township,44,T1,G4040, , , ,A,34181514.000000000000000,268273.000000000000000,+40.1794826,-076.9821209,41444.293817999998282,440.068697486313511,3917.543710546738566
2536,2052,42,041,010700,42041010700,107,Census Tract 107,G5020,S,2560043.000000000000000,0.000000000000000,+40.2321362,-076.8820184,10470.819898699999612,1837,42,041,53464,01215152,4204153464,New Cumberland,New Cumberland borough,21,C5,G4040, , , ,F,4336092.000000000000000,27237.000000000000000,+40.2287654,-076.8782914,14059.511808900000688,7986.870189545362337,2559873.388232670258731
